SN,Question,Answer
22~|~What is the Salary and Wage Index?~|~The Salary and Wage Index measures the change in the price of labor (salaries and wages). Its base year is 2080/81 and it's constructed by collecting data from 1,025 sample organizations in market areas in 30 districts, representing all provinces. This index includes 11 categories under the Nepal Standard Industrial Classification (NSIC) and all categories under the Nepal Standard Classification of Occupations (NSCO). For detailed information: https://www.nrb.org.np/contents/uploads/2025/01/Final-SWRI-Report.pdf~|~
23~|~What is the Wholesale Price Index?~|~The Wholesale Price Index measures the wholesale price level of goods. Currently, in Nepal, the wholesale price of 262 items is calculated by collecting prices on a fortnightly, monthly and quarterly basis, taking the fiscal year 2074/75 as the base year.~|~
24~|~Why is there sometimes a discrepancy between the price index (inflation rate) published by the Nepal Rastra Bank and the price increase experienced by the general public?~|~The price index published by the Nepal Rastra Bank is based on a weighted average price index of goods and services. Even if the price of a certain good or service increases significantly, the average weighted price may only change slightly if the price of another good or service decreases by a large amount. Since the general public perceives that only the goods and services they purchase have increased or decreased in price, there may be a discrepancy.~|~
25~|~What is consumer inflation?~|~Consumer inflation refers to the increase in the average price of goods and services consumed by the general consumer. Inflation refers to the rate of change in the average price of goods and services as a whole, rather than the increase in the price of any one good or service.~|~
26~|~What is meant by export and import price index?~|~Export and import price index measures the unit price of goods exported and imported during a certain period of time. The export-import price index ratio is also called the terms of trade.~|~
27~|~What is meant by balance of payments position?~|~The balance of payments position is a summary of the economic and financial transactions between resident and non-resident individuals and institutions within a certain period of time.~|~
28~|~What is meant by current account balance?~|~The current account balance is the summary of current economic transactions between resident and nonresident individuals and institutions during a certain period of time. It can be in deficit or surplus. A current account deficit means that net borrowing has been made from other countries, and a current account surplus means that net lending has been made to other countries. The current account consists of the goods and services trade account, the income account, and the transfer account.~|~
29~|~What is meant by capital account?~|~Capital account convertibility is the facility to conduct transactions in the capital and financial accounts under the balance of payments account without hindrance. Nepal has not completely converted transactions under the capital account.~|~
30~|~What is meant by current account convertibility?~|~Current account convertibility is the system in which domestic currency can be easily converted into foreign currency and foreign currency into domestic currency for the payment of current transactions, including international trade in goods and services, income, and current transfers.~|~
31~|~What is the statutory liquidity ratio?~|~The statutory liquidity ratio is the obligation that banks and financial institutions must maintain a certain percentage of their total deposits in cash and liquid assets such as government bonds. Currently, commercial banks are required to maintain a statutory liquidity ratio of 12 percent of their total deposit liabilities, while development banks and finance companies are required to maintain a statutory liquidity ratio of 10 percent.~|~
32~|~What is the required cash reserve ratio?~|~The required cash reserve ratio is the amount that banks and financial institutions are required to keep as a mandatory reserve at Nepal Rastra Bank as a percentage of their total deposit liabilities. Currently, banks and financial institutions are required to keep four percent of their total deposit liabilities at Nepal Rastra Bank as a mandatory cash reserve. It is a monetary policy tool.~|~
33~|~What is a deposit collection bid?~|~Deposit collection bid is one of the tools used by Nepal Rastra Bank to absorb excess liquidity in the banking sector for a certain period. Under this, Nepal Rastra Bank collects deposits from banks and financial institutions by determining the interest rate on the basis of a bid. There is also a provision to collect deposits at the deposit collection rate without bidding.~|~
34~|~What is a Standing Liquidity Facility?~|~Standing Liquidity Facility is a liquidity facility provided by Nepal Rastra Bank for a specified period against government bonds for liquidity management at the request of banks and financial institutions. Currently, a system has been established to provide standing liquidity facilities at bank rates.~|~
35~|~What are the instruments of open market trading?~|~Open market trading includes instruments such as repo bids, reverse repo bids, outright purchase bids, outright sale bids, deposit collection bids, and Nepal Rastra Bank bonds.~|~
36~|~What is open market operation and how does it work?~|~Open market operation is the process of buying and selling or absorbing liquidity by the central bank, especially short-term government bonds, in the open market with the aim of managing liquidity in the market and keeping interest rates at the above level. When the central bank buys bonds in the open market, banks and financial institutions receive cash from the central bank, so the supply of money in the market increases and interest rates decrease. Similarly, when the central bank sells bonds in the open market, the excess liquidity held by banks and financial institutions is absorbed, which reduces the supply of money in the market and may increase interest rates. It also involves the act of buying and selling government bonds and bonds issued by Nepal Rastra Bank through a bidding process, or of injecting/absorbing liquidity with or without the collateral of bonds, for the purpose of managing the liquidity of the banking sector. The 'Open Market Transactions Operation Committee', formed under the chairmanship of the Deputy Governor of Nepal Rastra Bank, conducts open market transactions.~|~
37~|~What is the Liquidity Monitoring and Forecasting Framework (LMFF)?~|~The Liquidity Monitoring and Forecasting Framework is the framework used by Nepal Rastra Bank to monitor and forecast the liquidity of the banking system based on details such as government financial position, foreign exchange transactions, open market transactions, etc.~|~
38~|~What is an interest rate corridor?~|~The lower and upper limits of the interest rates used in interbank transactions, as expected by the Nepal Rastra Bank through monetary policy, are called interest rate corridors.~|~
39~|~What is Base Money/Reserve Money/High Powered Money?~|~Base money is the sum of money outside banks and financial institutions, money held by banks and financial institutions, balances of banks and financial institutions with the central bank, and other deposits held by the central bank.~|~
40~|~What is broad money supply (M2)?~|~Broad money supply (M2) is the sum of narrow money supply (M1), savings deposits, call deposits, time deposits, and margin deposits. Similarly, broad money supply can also be obtained from the sum of net foreign assets and net domestic assets.~|~
41~|~What is narrow money supply (M1)?~|~Narrow money supply is the sum of currency in circulation and current deposits.~|~
42~|~What are the interim and operational targets of Nepal's monetary policy?~|~The interim target of Nepal's monetary policy is a stable exchange rate, and the operational target is the interbank interest rate.~|~
43~|~What are the main objectives of Nepal's monetary policy?~|~According to the Nepal Rastra Bank Act, 2058, the main objectives of monetary policy are to maintain price and balance of payments stability for economic stability and sustainable development of the economy.
~|~
44~|~What is the difference between monetary policy and fiscal policy?~|~Fiscal policy is the government's policy related to revenue, expenditure and public debt. It is made public in the form of the government's budget. The main focus of monetary policy is macroeconomic stability and it works to manage the money supply, credit and interest rates.~|~
45~|~Who issues monetary policy in Nepal?~|~Nepal Rastra Bank, the central bank of Nepal, issues monetary policy for each fiscal year. There is also a provision for quarterly review of monetary policy.~|~
46~|~What is monetary policy?~|~Monetary policy is the policy formulated by the central bank of a country to support the expansion of economic activity while maintaining macroeconomic stability. It aims to support economic growth and job creation while maintaining economic stability through the management of money supply, credit, and interest rates.~|~
47~|~Is it not possible to take a working capital loan in the last month of the quarter (August, December, January, February, March)?~|~The provided text does not specify any restrictions on taking a working capital loan in a particular month, including the last month of a quarter. It states that working capital loans are generally provided for a period of less than one year and that term loans for permanent working capital needs can be provided for a period of three to ten years.
~|~
48~|~Can a term loan of a working capital nature be repaid in advance or not?~|~Term loans of a working capital nature can be repaid in advance and there is a provision that banks and financial institutions are not allowed to charge prepayment charges for it.~|~
49~|~Does the working capital loan limit apply to all loans?~|~No, the working capital loan limit does not apply to all loans. It specifically applies only to working capital loans. Other loans required for business can be provided by banks and financial institutions for the same purpose as per existing policies and regulations.~|~
50~|~Why and under what circumstances does the variance provision apply?~|~The variance provision applies if the transaction amount in the estimated financial statements submitted by the borrower while determining the credit limit is more than 20 percent less than the transaction amount in the audit report.~|~
51~|~Can the cash credit limit be used to repay business-related loans?~|~No, the cash credit limit cannot be used to repay loan-related principal, interest, or any other fees.~|~
52~|~Who can take an overdraft loan?~|~After the implementation of the Working Capital Loan Guidelines 2079, only natural persons can take an overdraft loan. No organization/firm/company can take such a loan.~|~
53~|~Can I take out a term loan for working capital purposes again after taking it once?~|~Banks and financial institutions can provide more than one term loan for working capital purposes to the same borrower at different intervals, depending on the borrower's needs, if they see a business need.~|~
54~|~Does the 10 percent arrears provision of the procedure apply to all working capital loans?~|~No, the 10 percent arrears provision does not apply to all working capital loans. It applies only to cash credit loans.~|~
55~|~What kind of amount can be deposited in the working capital loan account?~|~Transaction/sales proceeds cannot be deposited directly in the working capital loan account. Such amounts should be deposited in the borrower's current account.~|~
56~|~Can the proceeds from transactions/sales be deposited in the working capital loan account?~|~Transaction/sales proceeds cannot be deposited directly in the working capital loan account. Such amounts should be deposited in the borrower's current account.~|~
57~|~Can the working capital loan amount be used for employee expenses?~|~Yes, the borrower can use the working capital loan amount for administrative and operational expenses related to the business.~|~
58~|~Can businesses with projects under construction or businesses that have not started sales take working capital loans?~|~Businesses that have not started sales are allowed to take working capital loans based on operating expenses and estimated cash and fund flows. (For more details, see Guidance Point No. 3.3 (e)).~|~
59~|~How many times can an Ad Hoc loan be taken?~|~According to the guidelines, the management of the bank and financial institution itself may provide an emergency Ad Hoc loan up to two times in a fiscal year. If more than that is required, the board of directors of the concerned bank and financial institution may decide and provide emergency loans.~|~
60~|~Is there a provision to provide other types of working capital loans beyond the above limits?~|~Banks and financial institutions can provide more than one term loan for working capital purposes to the same borrower at different intervals, depending on the borrower's needs, if they see a business need. Additionally, if a borrower unexpectedly needs financial resources, banks and financial institutions can provide emergency Ad Hoc working capital loans.~|~
61~|~Is there a provision to provide other types of working capital loans beyond the above limits?~|~Banks and financial institutions can provide more than one term loan for working capital purposes to the same borrower at different intervals, depending on the borrower's needs, if they see a business need. Additionally, if a borrower unexpectedly needs financial resources, banks and financial institutions can provide emergency Ad Hoc working capital loans.~|~
62~|~On what basis is the working capital loan limit determined?~|~The working capital loan limit is determined based on the annual estimated turnover and audited financial statements of the company/firm/organization, as well as other indicators (such as Drawing Power) specified by the bank and financial institution in its loan policy.~|~
63~|~For what purposes can a check be issued?~|~A check can be issued for business-related payments to be deposited directly into an account. Additionally, among working capital loans, a check can be issued for a cash credit loan. However, in both cases, the check cannot be issued to a person, company, or organization with whom there is no business relationship to withdraw or transfer funds.
~|~
64~|~Can a check be issued for a working capital loan?~|~According to the provided context, a check can be issued for a cash credit loan, which is one type of working capital loan. However, a check cannot be issued to a person, company, or organization with whom there is no business relationship to withdraw or transfer funds.~|~
65~|~For what period is a working capital loan provided?~|~Working capital loans are generally provided for a period of less than one year. However, for Permanent Working Capital Needs, a term loan of at least three years and a maximum of ten years is provided.~|~
66~|~Are the guidelines for working capital loans applicable to all businesses?~|~The guidelines do not apply to businesses that use working capital loans up to Rs. 10 million (up to a total of Rs. 30 million in the case of manufacturing industries) from the entire banking system. However, the type of loan provided for working capital purposes should be in accordance with these guidelines.~|~
67~|~What is a working capital loan and who can take it?~|~A working capital loan is a loan provided by banks and financial institutions to manage the gap between the current assets and current liabilities of an organization/firm/company. Only organizations/firms/companies are eligible to take this type of loan; no natural person can.
~|~
68~|~What types of loans are included in the “loans related to the construction sector” mentioned in the provisions related to rescheduling and/or restructuring ?~|~Loans directly related to construction, including cement, rods, bricks/blocks, pipes and fittings, are included in the loans related to the construction sector.~|~
69~|~How is the interest rate determined?~|~Licensed banks and financial institutions in Nepal determine deposit interest rates by calculating the average of the maximum and minimum interest rates published by all institutions in the same category in the previous month. This average can be adjusted by a maximum of ten percent. If the difference between the maximum and minimum rates exceeds the limit, one of the rates must be maintained, and the other adjusted. Additionally, the interest rate corridor helps maintain short-term interest rates within a certain range, with the standing liquidity facility rate acting as the upper limit and the deposit collection rate as the lower limit.~|~
70~|~What is the interest rate of which deposit?~|~The interest rate can be based on any deposit account designated by the bank as providing interest, excluding social security allowance accounts, revolving fund accounts, remittances from Nepali workers abroad, and call deposits.~|~
71~|~If the difference between the maximum and minimum interest rates remains 5 percent when the interest rate is increased, is it necessary to adjust the rates?~|~No, it is not necessary to adjust the rates. According to the provided text, "If the maximum and minimum interest rates to be determined remain within the difference of 5 percent, no adjustment can be made."~|~
72~|~If the difference between the maximum and minimum interest rates increases and the interest rate exceeds the limit of five percent, is it necessary to adjust the rates?~|~Yes, it is necessary to adjust the rates.~|~
73~|~If the difference between the maximum and minimum interest rates increases beyond the limit of five percent, how can the rates be adjusted?~|~If the difference between the maximum and minimum interest rates increases beyond the limit of five percent, the rates must be adjusted compulsorily. The licensed institution must take the maximum or minimum interest rate as the basis. If the maximum interest rate is the basis, the minimum interest rate should be kept at a maximum of 4.35 percent, and if the minimum interest rate is the basis, the maximum interest rate should be determined at 8.85 percent, keeping the difference between the interest rates at 5 percent.~|~
74~|~Should the maximum and minimum interest rates be based on separate bases for each type of deposit?~|~No, the maximum and minimum interest rates do not need to be based on each deposit. According to point 75, there is no need to base the maximum and minimum interest rates on each deposit.~|~
75~|~Is it possible to pledge shares as collateral for doing business?~|~Yes, entrepreneurs and businessmen can take loans by pledging shares along with other collateral for their industrial and business activities. Banks and financial institutions can also pledge shares as collateral for loans disbursed for business purposes. However, this applies unless the loan is for purchasing shares of other institutions.~|~
76~|~At what interest rate is a loan available for micro, household, small and medium businesses?~|~Microfinance institutions can provide loans at a maximum interest rate of 15 percent and a service fee of up to 1.50 percent. For agricultural, handicraft, and skill-based businesses or other enterprise businesses, a loan of up to Rs. 10 million can be taken at a fixed interest rate by adding a premium of up to 2 percent to the base rate of banks and financial institutions. The average base rates for commercial banks, development banks, and finance companies are 7.49 percent, 9.15 percent, and 10.65 percent respectively.
~|~
77~|~Can microfinance institutions collect deposits from the general public?~|~A microfinance institution is not allowed to collect savings deposits from individuals other than its members. Only limited branches of Nirdhan Utthan Microfinance Institution Limited and Chhimek Microfinance Institution Limited have been granted permission to collect deposits from the general public.~|~
78~|~How much interest rate and service fee does a microfinance financial institution charge on a loan?~|~A microfinance financial institution can charge a maximum interest rate of 15 percent and a service fee of up to 1.50 percent on the loans it disburses.~|~
79~|~What is the limit of loans disbursed by microfinance financial institutions?~|~Microfinance financial institutions can disburse unsecured microloans of up to Rs. 300,000 per member (maximum Rs. 500,000 for members who have availed loans for the past 2 years and are in good standing) and collateralized loans of up to Rs. 700,000 for poor and low-income individuals, firms or groups engaged in specified agriculture, microenterprises and businesses, and up to Rs. 1.5 million for individuals who have availed loans for the past 2 years and are in a good category.~|~
80~|~Who regulates and supervises microfinance institutions?~|~Nepal Rastra Bank regulates and supervises microfinance institutions.~|~
81~|~What is meant by a microfinance financial institution?~|~A microfinance financial institution is an institution licensed by Nepal Rastra Bank that makes poor and low-income individuals and women members, collects regular savings from them, and provides microfinance loans without collateral to operate agricultural and microenterprise businesses on a collective basis, and provides collateral loans to operate microenterprises and microbusinesses by taking acceptable collateral from its members or other persons, and collects savings from members in limited amounts.~|~
82~|~Where should I contact to obtain or provide information related to a bank or financial institution?~|~According to the provided context, banks and financial institutions should contact the Credit Information Center to provide information about loans/facilities, overdue loans, and loan amounts. Customers can also obtain credit information from the Credit Information Center.
~|~
83~|~How does the Credit Information Center prepare credit information details?~|~Based on the provided context, the Credit Information Center prepares and provides credit information requested by other banks or financial institutions based on the details provided by banks and financial institutions. For microfinance institutions, they send borrowers with loan amounts of Rs. 500,000 or more to be blacklisted. Borrowers who intentionally default on loans can be blacklisted regardless of the amount of loan.~|~
84~|~Under what circumstances is credit information obtained?~|~Any bank and financial institution must mandatorily obtain the credit information of that customer from the Credit Information Center before disbursing credit to any of its customers, renewing old loans, restructuring or rescheduling loans.
~|~
85~|~What is a loan information?~|~Loan information is the information that banks and financial institutions obtain from the Credit Information Center established under the Companies Act regarding the loans taken by any of their customers (individuals, firms, companies or organizations) from various banks and financial institutions and their status.~|~
86~|~What is meant by financial interest?~|~A person or persons shall have an interest in the institution in which they own ten percent or more of the shares if a director of a bank or financial institution, a shareholder or chief executive officer holding one percent or more of the shares, or a family member of such a person or a person with the authority to nominate a director, company or corporate body, purchases shares, individually or jointly, amounting to ten percent or more of the paid-up capital of any firm, company or corporate body.~|~
87~|~What is an Early Warning Signal?~|~An early warning signal is a situation where a bank or financial institution may face a potentially bad situation in the near future, based on the analysis and monitoring of changes in any index related to the bank or financial institution, important information received, the financial position of the bank concerned, the status of compliance with instructions, etc.~|~
88~|~What is stress testing?~|~Stress testing is the study of the pressure or change in the financial indicators of a bank or financial institution when imagining an economic and financial situation different from the current one. Stress testing is carried out to study the impact that fluctuations in the economy due to internal and external factors may have on the capital, liquidity and income of any bank or financial institution.~|~
89~|~What is the Compulsory Cash Reserve Ratio (CRR)?~|~The Compulsory Cash Reserve Ratio (CRR) is a provision that requires banks and financial institutions to mandatorily deposit a certain percentage of their total deposit liabilities in cash in an account opened with Nepal Rastra Bank. The fixed ratio specified to determine the amount to be kept in the account with the Rastra Bank as a compulsory balance is called the compulsory cash balance ratio.~|~
90~|~What is an off-balance sheet transaction?~|~Off-balance sheet transactions are transactions that may create liabilities for a bank or financial institution, such as letters of credit, guarantees, acceptances, commitments, foreign exchange swaps, options, and forward transactions, and the term also refers to transactions in instruments specified by the Nepal Rastra Bank from time to time.~|~
91~|~What are Risk Weighted Assets?~|~Risk weighted assets are the total number obtained by multiplying the amount of each item on and off the balance sheet of a bank or financial institution by the specified risk weight.~|~
92~|~What is CAMELS rating?~|~CAMELS rating is a method of evaluating the capital adequacy (C), asset quality (A), management quality (M), return position (E), liquidity position (L), and market risk sensitivity (S) of the concerned bank or financial institution as a conclusion of the inspection work after the completion of the on-site inspection.~|~
93~|~What are the provisions regarding interest and penalties for the overnight liquidity facility?~|~If the daily liquidity facility taken by banks and financial institutions is not repaid on the same working day, the remaining amount will be converted into an overnight liquidity facility and interest will be calculated on that facility at the bank rate. If the institution needs additional facilities without repaying the remaining amount of the overnight liquidity facility, an additional one percent will be added to the overnight liquidity facility of the previous working day and interest will be calculated on the overnight liquidity facility of that working day.~|~
94~|~What are the provisions regarding the daily liquidity facility and overnight liquidity facility limits?~|~The securities as per Regulation 26 of the Nepal Rastra Bank Open Market Transactions Regulations (First Amendment, 2079), 2078 will be kept as collateral in the Monetary Management Department, and the daily liquidity facility limit will be set up to a maximum of 90 percent. However, the amount up to the daily liquidity facility limit can be used for overnight liquidity facility. If the daily liquidity facility taken by banks and financial institutions is not repaid on the same working day, the remaining amount will be converted into an overnight liquidity facility and interest will be calculated on that facility at the bank rate.~|~
95~|~What is meant by Overnight Liquidity Facility?~|~Overnight liquidity facility refers to the facility provided by Nepal Rastra Bank for the overnight period at a specified interest rate, for the amount remaining to be cleared within the specified time limit of the same day out of the daily liquidity facility utilized by the institution.~|~
96~|~What is meant by Intraday Liquidity Facility?~|~Intraday Liquidity Facility (ILF) is a credit line provided by the Nepal Rastra Bank (NRB) to participants during business hours to ensure there is sufficient liquidity for settlement purposes in the RTGS system. It is granted in the form of collateralized borrowing against an eligible asset of the Participant.~|~
97~|~What precautions should be taken while making electronic payment transactions?~|~Users should not provide their secret password, One Time Password (OTP) or sensitive details (such as account number, date of birth, citizenship or passport number, etc.) to other people by any means, they should change their passwords from time to time and keep such passwords confidential. If the device used for payment such as card, mobile phone etc. is stolen or lost, the service should be blocked by informing the concerned service provider immediately. More information in this regard is available on the bank's website <a [href="https://www.nrb.org.np/contents/uploads/2022/02/Notices_PSD.pdf">https://www.nrb.org.np/conte](https://www.nrb.org.np/contents/uploads/2022/02/Notices_PSD.pdf%3c/a) [nts/uploads/2022/02/Notices_PSD.pdf.](https://www.nrb.org.np/contents/uploads/2022/02/Notices_PSD.pdf%3c/a)
~|~
98~|~How much money can be transferred through the electronic wallet?~|~Up to Rs. 50,000 per transaction, up to Rs. 100,000 per day, and up to Rs. 100,000 per month can be transferred through the wallet. Additionally, up to Rs. 50,000 per day and up to Rs. 500,000 per month can be transferred from one wallet to another.
~|~
99~|~What is a Quick Response (QR) Code?~|~It is a special type of Bar Code that can be scanned by an electronic payment device to retrieve the details stored in it. It contains the account details of the merchant receiving the payment. Currently, as per the instructions of this bank, there is no charge to the customer for making payments through QR Code.~|~
100~|~What is e-money?~|~E-money is the amount deposited in an electronic wallet, prepaid card or other electronic device that allows physical cash held in banks and financial institutions to be transacted electronically. It is also called Virtual Money.~|~
101~|~What is an NFC (Near Field Communication) card?~|~An NFC (Near Field Communication) card is a card used to make payments for small amounts without entering a PIN code or OTP code.~|~
102~|~What is Point of Sale (POS)?~|~Point of Sale (PoS) is an electronic payment acceptance device that allows various merchants or shops to accept payment for goods and services purchased or consumed by customers through various cards currently available.~|~
103~|~What is Issuer Bank and Acquirer Bank?~|~Issuer Bank: The bank that issues any electronic payment instrument such as a payment card or QR code is called the Issuer Bank.
Acquirer Bank: If the electronic payment instrument issued by the Issuer Bank is used through a terminal of another bank, that bank with the terminal is called the Acquirer Bank.~|~
104~|~What is meant by On-Us and Off-Us transactions in ATM transactions?~|~On-Us transactions are transactions made using a payment card issued by a bank and financial institution at the ATM terminal of the same institution. Off-Us transactions are transactions made using a payment card issued by one bank and financial institution at the ATM terminal of another bank and financial institution.~|~
105~|~How much payment transaction can be made through electronic card?~|~The maximum cash withdrawal limit using electronic cards is as follows:
*   **Banks and financial institutions – Prepaid cards:** Rs. 20,000 per day and Rs. 2 lakh per month.
*   **Banks and financial institutions – Debit Card:** Rs. 25,000 per transaction, Rs. 1 lakh per day, and Rs. 4 lakh per month.
*   **Banks and financial institutions – Credit Card:** Up to 10 percent of the approved limit.~|~
106~|~What are the provisions regarding fees charged for payment transactions?~|~Each institution determines the fees charged according to the nature of the payment transaction. Updated details regarding the fees determined in this way are published on the website of the concerned institution. Additionally, when a payment card issued by one bank and financial institution is used at an ATM of another bank and financial institution within the country, a fee of up to Rs.15 may be charged.~|~
107~|~Do banks and financial institutions licensed by this bank need to obtain permission to perform payment-related activities?~|~Yes, banks and financial institutions licensed by this bank need to obtain permission to perform payment-related activities.~|~
108~|~Which organizations can perform electronic payment-related activities?~|~Only organizations licensed by Nepal Rastra Bank to perform payment-related activities can perform payment-related activities. Banks and financial institutions licensed by the bank can also perform payment-related activities after obtaining licenses.~|~
109~|~Which institutions can currently conduct RTGS transactions?~|~RTGS transactions can be conducted from any branch of the banks and financial institutions affiliated with the RTGS system. A list of participating banks and financial institutions can be viewed on the bank's website.~|~
110~|~How much transaction amount can be paid through the RTGS system?~|~Any amount of Rs. 2 lakh or more can be paid through the RTGS system. Additionally, in the case of Nepali Rupee and Japanese Yen, any amount of Rs 200,000 or more can be paid, while for US Dollar, Euro, and British Pound, any amount of Rs 200,000 or more can be transacted. There is no maximum value limit to an RTGS transaction.~|~
111~|~What is the difference between RTGS and other electronic payment instruments?~|~RTGS transactions are settled individually and in real time, making them final and irrevocable, and are designed for high-value and time-critical payments. Other electronic payment instruments, such as NEFT, card payments, mobile banking, or QR-based payments, are mainly used for low- to medium-value retail transactions, processed in batches or on a deferred net settlement basis, meaning final settlement takes place at specific intervals rather than instantly.~|~
112~|~How can I get more information about RTGS?~|~More information about RTGS can be obtained from the RTGS System Rules, 2019. You can also contact Nepal Rastra Bank, Payment Systems Department, RTGS Operation Center at 01-4428202.~|~
113~|~How can financial institutions that do not participate in the RTGS system transact?~|~Financial institutions that do not participate in the RTGS system can transact as indirect members through participating banks that are direct members of the system.~|~
